name,type,about,employees,employees_latest,growth_stage,traffic_summary,launch_year,has_promising_founder,has_strong_founder,has_super_founder,total_funding,last_funding,company_status,last_updated_utc,created_utc,employee_3_months_growth_unique,job_openings,kpi_summary->last_update_date_utc,team->total,traffic->visitors,3d technology,artificial intelligence,augmented reality,autonomous & sensor tech,big data,blockchain,computer vision,connected device,deep learning,deep tech,hardware,iot internetofthings,machine learning,mobile app,nanotech,natural language processing,quantum technologies,recognition technology,virtual reality,Status
Traxo,corporate,"The leader in corporate travel data capture & pre-trip auditing.

Through our travel data capture platform, Traxo empowers corporate travel managers, travel management companies (TMCs), expense management applications and risk management services to track and manage total corporate travel spend and booking activity from end-to-end, regardless of booking channel. This comprehensive travel data enables proper duty of care, accurate expense management and reporting, improved program compliance, enhanced traveler satisfaction, uncovers savings opportunities and more.

Through our API-based services, private-labeled email parsing and data normalization solutions, Traxo provides clients with the most robust suite of travel data aggregation services on the market. 

Traxo partners with some of the leading companies in business travel, including AmexGBT, Fox World Travel, World Aware, Coupa, Chromeriver by Emburse, InternationalSOS and many more. 

For more information, visit www.traxo.com.",11-50,22.0,early growth,0.3K,2008.0,False,True,True,22.13,9.09,operational,2022-08-20 19:35:09,2016-08-25 16:52:25,426833.0,0,2022-04-20 10:35:59,10,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prospect
Foodcircle,company,"Optimise every step of your purchasing process, and eliminate redundant emails and paperwork. Achieve a positive cash flow with guaranteed 60 to 90-day payment plans at some of the lowest market rates. Leverage our seamless F&B logistics throughout Europe at affordable rates. Maximise the efficiency of your team’s workflows every step of the way with foodcircle’s digitalised procurement solutions.",11-50,31.0,early growth,11K,2018.0,False,True,False,0.0,,operational,2022-08-23 00:48:00,2019-12-09 13:26:05,205094.0,2,2021-02-05 16:25:46,7,11463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leads
Orangery,company,"Ganz gleich ob in Berlin oder Hildesheim – kreative Köpfe brauchen eine Umgebung, in der sie sich frei entfalten können. Wir beweisen, dass Erfolgsgeschichten nicht nur in der Großstadt entstehen und dass es auch in kleinen Regionen mit bis zu 300.000 Einwohnern Potenzial für außergewöhnliche Projekte gibt.

Die Orangery liefert ein Ökosystem, das sich flexibel an die Bedürfnisse unserer Mitglieder anpasst. Es ermöglicht Gründern, auch in ländlichen Gebieten die Infrastruktur zu nutzen, die sie für ihr Start-up benötigen. Aus diesem Grund haben wir es uns zum Ziel gemacht, in ganz Deutschland Standorte der Orangery zu eröffnen.

Wir geben Inspiration einen Raum – in unserem Coworking-Space und in unserer Community. Bei uns treffen Querdenker aufeinander, entwickeln innovative Ideen und wachsen gemeinsam an ihren Projekten. Wir gehen neue Wege, brechen alte Strukturen auf, gestalten, transformieren und schaffen Platz für Kreativität.

Die Orangery befähigt Gründer und etablierte Unternehmen dazu, ihre Visionen zu verwirklichen und Möglichkeitsräume zu entdecken. Wir bringen Talent und Technologie zusammen, um Probleme zu lösen und bedeutungsvolle Ergebnisse zu erzielen.

Ob nun bei der Suche nach einem geeigneten Finanzierungspartner oder der passenden Strategie für die digitale Transformation – in der Orangery erhält jeder die Qualifikation und die Unterstützung, die er benötigt.",11-50,29.0,early growth,0.5K,2019.0,False,True,False,0.0,,operational,2022-08-25 08:19:01,2021-10-03 15:40:14,523160.0,0,2021-10-15 17:46:36,3,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Charter Space,company,,,,,,,False,False,False,0.0,,operational,2022-08-27 15:30:17,2022-04-04 18:25:25,,0,2022-08-27 15:30:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Blockchain Helix,company,"As a helix id Trusted Partner, you too can become part of the digital future and benefit from revolutionary technology, easy integration & higher visibility of your company. Talk to us!",11-50,12.0,early growth,0.2K,2016.0,False,False,False,1.0,1,operational,2022-08-21 00:24:48,2017-03-03 11:31:13,905404.0,0,2022-01-19 18:09:14,2,149,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Amzscale,company,"AMZSCALE® - the leading Amazon Full Service Platform.
We build & scale eCommerce brands",51-200,67.0,late growth,15K,2016.0,False,True,False,10.0,10,operational,2022-08-17 12:12:26,2021-08-20 18:43:40,563154.0,1,2022-01-19 18:09:42,1,14710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To be rejected
Telos Brands,company,"Telos Brands is a technology-first company founded by passionate business and investing experts. We look to acquire Amazon brands with fantastic products and help unlock their full value through our in-house marketing, operations and data experts.",11-50,16.0,early growth,0.6K,2021.0,True,False,False,1.91,1.91,operational,2022-09-08 01:09:19,2021-09-13 06:34:47,13759.0,0,2021-09-13 06:36:05,2,596.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
sKash,company,"sKash is the only end-to-end financial ecosystem in Europe combining a digital bank & payment tool within the same app. sKash addresses both merchants’ and end-users needs via aproprietary tech platform and AI-driven, IP-protected customer acquisition engine.",11-50,21.0,early growth,,2018.0,False,False,False,0.0,,operational,2022-09-06 07:31:16,2021-12-17 03:44:47,90255.0,0,2021-12-17 04:09:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
DABBEL AI,company,"DABBEL is the AI-Autonomous Building Management System (AI-BMS). The next generation of BMS´s based on a new core, an AI model-based predictive control able to self-adapt to every building by itself and replace the human brain of the Technical Facility Manager in charge of the HVAC and energy systems in commercial buildings. The DABBEL AI saves up to 40% of the HVAC energy consumption and CO₂ emissions in commercial buildings.

DABBEL - Automation Intelligence GmbH was founded in 2018 with the mission to develop the most scalable, cost-efficient and sustainable Building Automation Technologies to make buildings energy-efficient and actively fight climate change while at the same time improving the well-being of people indoors.",11-50,21.0,early growth,1K,2018.0,False,True,False,3.6,3.6,operational,2022-08-21 05:19:31,2018-11-29 18:17:44,,11,2022-08-03 12:22:41,4,1213,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Rejected
datakili,company,"datakili® is a software solution that enables to visualize, analyze and optimize end-to-end customer journeys in order to offer the best omnichannel experience to your customers",11-50,15.0,early growth,,2018.0,False,False,False,0.0,,operational,2022-08-30 03:24:26,2022-03-01 22:16:46,161800.0,0,2022-03-01 22:21:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
LinKapital,company,,,,seed,,2021.0,False,False,False,0.0,3.58,operational,2022-07-31 18:34:07,2022-02-10 12:20:46,,0,2022-02-10 12:23:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Eyeson,company,"European company and global technology leader in highly scalable cloud-based video communication providing an API-based toolset to build integrated browser-based digital workflows that feature live video, media, and data in one single video interface towards the user.",11-50,23.0,early growth,10K,2010.0,False,False,False,5.22,1.02,operational,2022-09-01 03:13:46,2017-05-21 11:42:10,186169.0,0,2022-01-19 18:31:15,2,9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Gravitydata,company,,,,,,,False,False,False,0.0,0.34,operational,2022-05-19 17:35:19,2021-10-04 14:28:43,,0,2022-02-27 14:10:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prospect
companiions,company,"companiions represents a new category of care; providing in-person, on-demand help, support and everyday assistance through our seamless mobile app.

Working carers are providing between 1-19 hours of support a week to a loved one, with many balancing busy workloads, childcare and all the other challenges life brings. The current care model makes finding the right support for loved ones expensive, tricky to arrange, and time-consuming to manage. Many people don't need medical care, but they do need a helping hand to support them in living a happy, independent life at home while easing stress and anxiety on
family members.

Companiions mobile app makes arranging help and assistance quick, easy and safe. Using technology, companiions have created a seamless experience enabling customers to view vetted, rated, and reviewed local companions that match their needs and requirements to book in-person, on-demand visits. No endless back and forth, no negotiations or paperwork, just find, book, interview,
and pay all within the companiions app.",11-50,12.0,early growth,25K,2020.0,True,False,False,0.0,,operational,2022-09-01 03:11:41,2021-02-18 06:14:31,664609.0,0,2021-02-18 06:14:32,1,25235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
Bling.de,company,"We help families understand, manage and grow money.",11-50,15.0,early growth,,2021.0,False,False,False,0.0,,operational,2022-08-19 14:10:05,2022-08-19 14:06:00,,0,2022-08-19 14:06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
SUMM,company,"Our mission: Fostering inclusion by accelerating easy language adoption – making information universally accessible to everyone independent of cognitive abilities, education or linguistic proficiency.

Picture this: You probably look at stairs and recognize them as a convenient way to get to an elevated place. A physically impaired person, on the other hand, sees a huge barrier! And you probably read the news or company websites and get information out of them – but just as the stairs, their complexity can be a barrier – this time, a barrier to information.

For mentally handicapped, elderly or sick people, people with learning difficulties, or learners of a new language, a complex text can completely exclude them from information, because they simply can’t understand it. And with an ever increasing amount of information provided online, it is crucial to make it accessible to everyone. In Germany, over 10 million people rely on information being available in easy language – a style of language that follows specific patterns that make its structure and use of words easier to comprehend.

We are building the first AI-powered tool that automatically turns any text into easy language, fostering inclusion and breaking down information barriers at supersonic speed! We enable a variety of improvements:

- Translation agencies can increase their productivity by over 85% with our tool proposing a first translation they can build upon
- We support the public sector to comply with the barrier-free information technology (BITV) law by providing a tool to enable fast translation of new content
- We provide companies with an easy and convenient tool to communicate with customers in simple, understandable terms, e.g. for customer service, product descriptions, or terms of use

The material contained herein is for viewing purposes only. SUMM retains all title, ownership, and intellectual property rights to the material contained herein. Background made by DavidZydd from pixabay.",2-10,8.0,seed,,2021.0,True,False,False,0.0,,operational,2022-08-31 22:04:22,2021-11-08 09:45:59,62685.0,0,2021-11-08 09:45:59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prospect
Healthpath,company,"Millions of people have resigned themselves to living with symptoms. Healthpath is on a mission to change this. 

We believe the future of healthcare lies with Functional Medicine — an individualised, evidence-based approach that is practised by thousands of medical practitioners worldwide. At its core is the appreciation that the primary driver of chronic disease is the interaction between genes, lifestyle and environment.

Healthpath is making Functional Medicine available to all. We offer direct access to lab testing, practitioner sessions, personalised supplementation plans, community support and self-healing education programmes. 

Let us show you how good health can become a habit.",11-50,19.0,early growth,,2018.0,False,False,False,0.0,1.32,operational,2022-09-14 07:03:19,2021-10-14 16:14:21,115540.0,0,2022-08-10 19:59:25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prospect
Kontrol,company,Kontrol develops software for run-time verification of autonomous systems.,11-50,17.0,early growth,0.3K,2018.0,False,False,False,0.0,,operational,2022-08-31 14:31:22,2020-07-28 19:14:07,453391.0,0,2020-07-28 20:00:56,4,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
NudgeLabs,company,"At NudgeLabs our vision is to make wellbeing the natural state in this high-performance and high-stress world. We provide employees with empowering advice that is based on true data, in order to improve the health and performance of individuals and organizations.",11-50,11.0,early growth,,2021.0,False,False,True,0.0,0.91,operational,2022-09-02 03:55:34,2021-12-20 19:22:55,876202.0,0,2022-04-16 05:22:25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prospect
Nimblr,service_provider,"Nimblr Security Awareness är en onlinebaserad utbildningsplattform designad för att stärka slutanvändarnas säkerhetsmedvetande och minimera risken för fullbordade angrepp. Utbildningsprogrammet bygger på en holistisk inlärningsmodell och uppdateras löpande med intelligent teknologi, smarta illustrationer, expertkompetens om IT-säkerhet och modern pedagogik.",11-50,21.0,early growth,,2018.0,False,False,False,0.05,0.05,operational,2022-08-30 04:29:00,2021-12-20 19:26:24,21370.0,0,2022-08-30 04:29:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prospect
Velaris,company,"Velaris is the all-in-one customer platform that helps you position customers for success and sets your operational cadence in place. Understanding your customers has never been this easy, or, dare we say it, fun.",11-50,26.0,early growth,1K,,False,True,False,4.7,4.7,operational,2022-09-10 06:31:53,2021-10-11 01:00:28,96261.0,0,2022-08-18 12:27:14,1,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prospect
Nodalview,company,"Nodalview est utilisé par plus de 2 300 agences immobilières dans le monde. Elle est la réponse idéale à la digitalisation actuelle du secteur immobilier et un outil parfait pour les agents immobiliers. 
En conjuguant l'intelligence artificielle au cloud computing au sein d'une application pour smartphone, Nodalview offre une solution digitale complète.

Grâce à Nodalview, les agents immobiliers peuvent mettre en avant leurs mandats de manière professionnelle à l'aide de 4 outils intégrés : 
 - La photo
 - Le panorama 360°
 - La visite virtuel guidée
 - La vidéo.

Pour en savoir plus et tester notre application gratuitement, rendez-vous ici :  https://welcome.nodalview.com/appdemo",51-200,81.0,late growth,216K,2016.0,False,True,False,5.8,4.1,operational,2022-09-01 03:11:38,2018-07-26 13:09:01,810110.0,7,2022-01-17 08:06:38,2,215910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rejected
